2016-02-25 13:26:11,436 |-0.0.0.0-8443-exec-4 |ServerHitBin                  |W| Error saving ServerHit: org.ofbiz.entity.GenericEntityException: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,myfirstdemo.testjsp(java.lang.String)][createdStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][createdTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][hitStartDateTime,2016-02-25 13:26:05.166(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][referrerUrl,(java.lang.String)][requestUrl,https://localhost:8443/myfirstdemo/control/testjsp(java.lang.String)][runningTimeMillis,6268(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][visitId,23400(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '23400-myfirstdemo.testjsp-2016-02-25 13:26:05-REQUEST' for key 'PRIMARY')) (Error while inserting: [GenericEntity:ServerHit][contentId,myfirstdemo.testjsp(java.lang.String)][createdStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][createdTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][hitStartDateTime,2016-02-25 13:26:05.166(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][referrerUrl,(java.lang.String)][requestUrl,https://localhost:8443/myfirstdemo/control/testjsp(java.lang.String)][runningTimeMillis,6268(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][visitId,23400(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '23400-myfirstdemo.testjsp-2016-02-25 13:26:05-REQUEST' for key 'PRIMARY')))
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.include(ApplicationDispatcher.java:543) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.view.JspViewHandler.render(JspViewHandler.java:77) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) ~[ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) ~[ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) ~[servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) ~[servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.invoke(ApplicationDispatcher.java:748) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationDispatcher.doInclude(ApplicationDispatcher.java:604) ~[tomcat-7.0.59-catalina.jar:7.0.59]
