2016-02-23 11:44:08,892 |OFBiz-config-1       |DatabaseUtil                  |W| Table named [MIME_TYPE] exists in the database but has no corresponding entity
2016-02-23 12:14:18,802 |0.0.0.0-8443-exec-18 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.206,since last([main(Domain:http...):0.206]]
2016-02-23 12:14:18,803 |0.0.0.0-8443-exec-18 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 12:14:18,803 |0.0.0.0-8443-exec-18 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 12:14:18,805 |0.0.0.0-8443-exec-18 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:14:18,811 |0.0.0.0-8443-exec-22 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 12:14:18,814 |0.0.0.0-8443-exec-22 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-23 12:14:18,820 |0.0.0.0-8443-exec-10 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,825 |0.0.0.0-8443-exec-10 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [5] milliseconds
2016-02-23 12:14:18,826 |0.0.0.0-8443-exec-19 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [7] milliseconds
2016-02-23 12:14:18,829 |0.0.0.0-8443-exec-10 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,832 |0.0.0.0-8443-exec-10 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:14:18,834 |0.0.0.0-8443-exec-10 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,838 |0.0.0.0-8443-exec-10 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [4] milliseconds
2016-02-23 12:14:18,853 |0.0.0.0-8443-exec-18 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [46] milliseconds
2016-02-23 12:14:18,859 |0.0.0.0-8443-exec-22 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [42] milliseconds
2016-02-23 12:14:18,881 |0.0.0.0-8443-exec-10 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:14:18,883 |0.0.0.0-8443-exec-10 |GenericDelegator              |E| Failure in create operation for entity [ServerHit]: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.71(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,170(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')). Rolling back transaction.
2016-02-23 12:14:18,884 |0.0.0.0-8443-exec-20 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,885 |0.0.0.0-8443-exec-10 |TransactionUtil               |I| [TransactionUtil.rollback] transaction rolled back
2016-02-23 12:14:18,885 |0.0.0.0-8443-exec-10 |ServerHitBin                  |W| Error saving ServerHit: org.ofbiz.entity.GenericEntityException: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.71(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,170(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')) (Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.71(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:18.881(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,170(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')))
2016-02-23 12:14:18,885 |0.0.0.0-8443-exec-10 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.175,since last([main(Domain:http...):0.175]]
2016-02-23 12:14:18,887 |0.0.0.0-8443-exec-20 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:14:18,891 |0.0.0.0-8443-exec-20 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,893 |0.0.0.0-8443-exec-20 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:14:18,894 |0.0.0.0-8443-exec-20 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,897 |0.0.0.0-8443-exec-20 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:14:18,933 |0.0.0.0-8443-exec-20 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:14:18,933 |0.0.0.0-8443-exec-19 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [3] milliseconds
2016-02-23 12:14:18,934 |0.0.0.0-8443-exec-20 |GenericDelegator              |E| Failure in create operation for entity [ServerHit]: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.662(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,270(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')). Rolling back transaction.
2016-02-23 12:14:18,935 |0.0.0.0-8443-exec-20 |TransactionUtil               |I| [TransactionUtil.rollback] transaction rolled back
2016-02-23 12:14:18,935 |0.0.0.0-8443-exec-20 |ServerHitBin                  |W| Error saving ServerHit: org.ofbiz.entity.GenericEntityException: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.662(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,270(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')) (Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.662(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:18.933(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,270(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')))
2016-02-23 12:14:18,935 |0.0.0.0-8443-exec-20 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.273,since last([main(Domain:http...):0.273]]
2016-02-23 12:14:18,970 |0.0.0.0-8443-exec-19 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,974 |0.0.0.0-8443-exec-19 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [4] milliseconds
2016-02-23 12:14:18,976 |0.0.0.0-8443-exec-19 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,979 |0.0.0.0-8443-exec-19 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:14:18,980 |0.0.0.0-8443-exec-19 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:18,984 |0.0.0.0-8443-exec-19 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:14:18,996 |0.0.0.0-8443-exec-18 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [10] milliseconds
2016-02-23 12:14:19,008 |0.0.0.0-8443-exec-19 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:14:19,012 |0.0.0.0-8443-exec-19 |GenericDelegator              |E| Failure in create operation for entity [ServerHit]: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.793(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,212(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')). Rolling back transaction.
2016-02-23 12:14:19,013 |0.0.0.0-8443-exec-19 |TransactionUtil               |I| [TransactionUtil.rollback] transaction rolled back
2016-02-23 12:14:19,013 |0.0.0.0-8443-exec-19 |ServerHitBin                  |W| Error saving ServerHit: org.ofbiz.entity.GenericEntityException: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.793(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,212(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')) (Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.793(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:19.008(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,212(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')))
2016-02-23 12:14:19,013 |0.0.0.0-8443-exec-19 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.22,since last([main(Domain:http...):0.22]]
2016-02-23 12:14:19,043 |0.0.0.0-8443-exec-22 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:19,045 |0.0.0.0-8443-exec-22 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:14:19,047 |0.0.0.0-8443-exec-22 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:19,049 |0.0.0.0-8443-exec-22 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:14:19,050 |0.0.0.0-8443-exec-22 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:19,052 |0.0.0.0-8443-exec-22 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [2] milliseconds
2016-02-23 12:14:19,066 |0.0.0.0-8443-exec-18 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:19,069 |0.0.0.0-8443-exec-18 |ServiceDispatcher             |T| Sync service [webtools/securityPermissionCheck] finished in [3] milliseconds
2016-02-23 12:14:19,073 |0.0.0.0-8443-exec-18 |ModelService                  |I| Set default value [SECURITY] for parameter [primaryPermission]
2016-02-23 12:14:19,076 |0.0.0.0-8443-exec-22 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-23 12:14:19,077 |0.0.0.0-8443-exec-22 |GenericDelegator              |E| Failure in create operation for entity [ServerHit]: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,webtools.main(java.lang.String)][createdStamp,2016-02-23 12:14:19.076(java.sql.Timestamp)][createdTxStamp,2016-02-23 12:14:19.076(java.sql.Timestamp)][hitStartDateTime,2016-02-23 12:14:18.752(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-23 12:14:19.076(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-23 12:14:19.076(java.sql.Timestamp)][partyId,admin(java.lang.String)][referrerUrl,https://localhost:8443/webtools/control/checkLogin/main(java.lang.String)][requestUrl,https://localhost:8443/webtools/control/main(java.lang.String)][runningTimeMillis,321(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][userLoginId,admin(java.lang.String)][visitId,21100(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '21100-webtools.main-2016-02-23 12:14:19-REQUEST' for key 'PRIMARY')). Rolling back transaction.
2016-02-23 12:14:19,078 |0.0.0.0-8443-exec-22 |TransactionUtil               |I| [TransactionUtil.rollback] transaction rolled back
